3
179
2.4234	-2.5182	-0.37009	3
2.5507	-1.9459	0.36301	3
1.7897	0.90149	1.6016	2
-1.0897	2.5614	1.0338	2
0.45085	1.9302	-1.3423	2
-2.711	-1.224	0.53503	1
1.8838	1.5962	0.074554	2
0.12669	1.162	-1.0112	2
0.43705	0.62082	-0.50639	2
-3.024	-2.1478	0.651	1
0.79449	2.496	1.5367	2
3.9177	-0.59858	-1.6727	3
1.7252	1.7336	-0.96229	2
-0.55922	3.8291	-1.3966	2
2.9089	-0.17701	0.20279	3
1.5638	1.1903	-3.3508	2
-2.1178	0.055958	0.64201	1
-2.0332	1.4092	1.2329	2
-0.40181	0.99167	-1.807	2
-2.1742	-0.73993	-1.3804	1
-1.6125	1.4153	-1.7968	2
0.48601	2.3317	1.47	2
1.0632	1.8145	-0.96681	2
0.83391	3.1635	4.5323	2
2.3794	1.3387	1.8836	2
0.18348	2.8327	0.26564	2
-0.92649	0.75068	-0.58068	2
0.58762	2.7017	0.72282	2
2.3576	-0.28761	0.7557	3
0.4008	2.2665	-1.0813	2
-0.83472	2.0208	0.22879	2
-1.8852	-1.6646	-1.1266	1
-2.1453	-1.0157	0.97224	1
2.5964	-0.48227	0.88381	3
2.3876	-2.209	0.6052	3
2.8291	-0.49685	-0.76691	3
-2.4567	-1.3597	-0.4952	1
3.5719	-1.1794	0.14563	3
2.1189	-0.29018	0.486	3
3.0698	-0.26544	1.0405	3
2.602	-1.6864	-0.16329	3
-0.4258	2.188	2.4014	2
-2.0765	-1.0706	0.18039	1
3.6571	-0.73015	1.3634	3
-3.4385	-1.1747	1.1845	1
1.6333	-2.3628	-0.52257	3
-1.9058	-0.20519	-0.4508	1
-2.2855	1.398	0.18813	2
-3.4637	-1.344	0.43159	1
-1.5338	0.77553	1.4139	1
2.3563	-0.25337	-1.2111	3
0.046329	2.1063	-0.46793	2
3.3764	-2.1239	0.38842	3
2.7615	-2.0471	0.99421	3
-0.4739	-0.32138	0.20153	1
-1.2576	0.10275	1.3877	1
1.4004	1.431	0.23257	2
-2.0423	-1.6234	-0.10755	1
2.2344	-1.1119	0.14163	3
-1.3103	0.78478	1.1789	2
2.3593	-0.42474	0.26867	3
-3.5052	-2.5507	0.51416	1
-3.2265	-0.17934	1.9449	1
-0.87589	1.4639	-0.62831	2
-2.8186	-0.66637	1.1412	1
-0.78093	1.3896	-1.1422	2
0.50728	0.39493	-1.2665	2
-1.4098	-0.71008	-0.45367	1
-1.3275	-0.33644	-5.3141	2
-3.0542	-1.1867	0.31791	1
0.48805	2.2378	0.3236	2
-2.5414	0.061025	0.30562	1
-1.4541	2.1172	-0.8005	2
-1.0705	1.4439	0.33734	2
-1.0918	-0.25756	-0.92872	1
3.0317	-0.26123	1.1185	3
-2.8477	-0.78148	0.00054114	1
2.7038	-0.31719	1.2103	3
-2.2887	1.8691	1.9616	2
-1.6614	0.89346	-1.9711	2
-1.9958	-1.2692	0.064682	1
2.3316	-2.2748	-0.37231	3
-2.7455	-0.80748	0.97736	1
2.5144	0.13229	-0.46864	2
-1.4725	1.3941	-0.18256	2
-3.2978	-1.4806	0.1804	1
2.9172	-1.1697	1.2424	3
2.5724	-0.6087	0.91899	3
-1.8787	-1.6578	-0.76482	1
2.186	-1.0588	1.2856	3
1.2718	0.77329	-1.9747	2
-0.14175	2.31	0.41871	2
0.56064	1.9174	-0.68355	2
0.50821	2.3518	-2.3136	2
-0.072277	1.2594	-0.71435	2
3.2354	-2.702	-0.96106	3
-1.638	-0.072569	0.16645	1
-2.1627	-1.2339	-0.24144	1
-2.2033	-1.8982	-0.3048	1
-2.0882	1.8878	-0.041049	2
3.122	-0.6579	0.11063	3
-2.6648	-1.4915	0.35383	1
-2.5694	-0.20545	-0.76809	2
-2.4805	-1.2932	-1.366	1
1.5131	1.8747	-0.79134	2
2.7583	-0.22605	-0.57582	3
3.8795	-0.066192	-0.18693	3
-1.8704	1.2596	-0.47256	2
3.3832	-1.251	-1.5497	3
2.4789	-2.1073	0.95496	3
-2.5608	-0.34182	-3.3402	2
2.2652	-0.2934	0.99613	3
0.057253	1.9267	-0.70462	2
-3.4843	-1.6512	0.52467	1
-1.3835	-0.66891	-0.43648	1
-1.7556	-0.61022	1.1992	1
-1.1351	-0.11629	0.051774	1
0.69626	1.083	-0.087249	2
-1.773	-0.70084	0.096307	1
1.2929	-0.094081	1.2126	3
0.43401	1.9267	-1.3202	2
-0.23902	2.4441	1.0288	2
-2.4353	-1.1902	0.98318	1
-2.5055	-1.0749	-0.97327	1
-2.5836	-0.80996	0.11425	1
-2.7253	-1.4587	0.61952	1
2.6834	-2.6556	1	3
1.1546	0.6475	-2.9964	2
-2.5086	-1.8191	0.35942	1
2.3284	0.52952	1.1004	3
1.4882	1.4307	0.87698	2
-2.2323	0.33993	2.0118	1
1.8151	-1.4823	-1.3147	3
-0.069618	1.2945	1.7661	2
-2.285	-1.6811	-0.18449	1
-0.68307	-0.15766	0.78095	1
-1.1179	-1.7774	0.00043596	1
2.1938	-2.0171	-0.70943	3
-4.2817	-2.1397	1.264	1
-3.1186	-1.76	0.30081	1
0.31168	2.1875	0.44914	2
1.5778	1.3857	-0.29637	2
0.23018	1.9372	-0.10662	2
-3.1163	-0.82088	0.36499	1
-0.79672	2.2972	-0.15774	2
2.9733	-0.43226	-0.90737	3
-1.0109	2.2136	-0.17406	2
-2.1394	-2.3551	-0.78857	1
2.8957	-1.8379	0.80703	3
-3.7148	-2.7988	0.19956	1
4.2579	-0.53091	1.4798	3
-1.0118	1.4079	-1.5199	2
0.49852	2.6481	-0.88063	2
0.75172	2.2378	-0.78892	2
0.44391	2.3686	-1.3525	2
-0.44369	2.0997	0.43897	2
-2.6861	-1.7692	0.65566	1
3.2354	-2.702	-0.96106	3
3.5168	-0.79536	0.49044	3
-1.6633	0.49872	-0.14478	1
0.78385	0.25655	0.72248	2
-0.86309	2.3922	1.5309	2
2.9483	-1.4586	1.0162	3
3.1686	0.34994	0.86867	3
-0.8307	3.3617	0.30278	2
1.5212	0.94358	0.64476	2
-2.5016	-0.92897	1.7601	1
-2.2607	-0.2071	1.0803	1
-0.97558	-0.99875	-3.7732	1
-1.7675	0.28048	-0.89145	1
1.2909	2.144	0.024838	2
2.4019	-2.5269	-1.35	3
-1.0013	-0.90116	-1.9982	1
-2.1113	-0.68699	0.86737	1
2.8034	-1.4869	0.50368	3
1.0977	-3.4903	-1.1218	3
1.7497	1.178	-0.78843	2
2.8979	-1.9388	0.54707	3
3.5998	-1.7143	0.13018	3
